model_id,generic_node,Lisaname,Total_Selections_In_Ensemble,Akaike_Importance_Weight,Node2,order
DAG1C_short,PreyNCC,X01_Red_phal_WS,6720,0.003,PreyNCC,1
DAG1C_short,PreyNCC,X01_NHLlogSum_win_15,6720,0.0027,PreyNCC,1
DAG1C_short,PreyNCC,X01_Sabine_gull_WS,6720,0.0024,PreyNCC,1
DAG1C_short,PredNCC,X09_DFA_HakeAge5Plus,16800,0.88,PredNCC,2
DAG1C_short,PredNCC,X11_Harbor_seal_CR,16800,0.0486,PredNCC,2
DAG1C_short,PredNCC,X09_canaryRockfish,16800,0.0281,PredNCC,2
DAG1C_short,PredNCC,X11_DFA_Harbour_p_WS,16800,0.0175,PredNCC,2
DAG1C_short,PredNCC,X08_DFA_DC_corm_3_WS,16800,0.011,PredNCC,2
DAG1C_short,PredNCC,X08_Large_gulls_7_WS,16800,0.007,PredNCC,2
DAG1C_short,PredNCC,X09_DFA_ChinAbundSnakeFall,16800,0.0044,PredNCC,2
DAG1C_short,PredNCC,X09_chilipepper,16800,0.0034,PredNCC,2
DAG1C_short,PreyAK,X13_gadid_WAI,9600,0.3882,PreyAK,3
DAG1C_short,PreyAK,X12_copepodCom_EGoA,9600,0.2076,PreyAK,3
DAG1C_short,PreyAK,X13_hexagram_EAI,9600,0.1391,PreyAK,3
DAG1C_short,PreyAK,X13_DFA_WGOA_DFA_seabirds,9600,0.0584,PreyAK,3
DAG1C_short,PreyAK,X12_copepodCom_WGoA,9600,0.0442,PreyAK,3
DAG1C_short,PreyAK,X12_DFA_biomassEuphShelfSum,9600,0.0427,PreyAK,3
DAG1C_short,PreyAK,X13_pollockBiomassGoAage3plus_predAK,9600,0.0213,PreyAK,3
DAG1C_short,PreyAK,X13_ammod_WAI,9600,0.0139,PreyAK,3
DAG1C_short,PreyAK,X12_copepodBiomass_WGoA,9600,0.0128,PreyAK,3
DAG1C_short,PreyAK,X13_hexagram_WAI,9600,0.0115,PreyAK,3
DAG1C_short,PredAK,X15_DFA_sleeperSharkBSAI_predAK,8960,0.5651,PredAK,4
DAG1C_short,PredAK,X15_ArrowtoothFlounderBiomass_predAK,8960,0.1338,PredAK,4
DAG1C_short,PredAK,X15_halibutBiomassAge8plus_2yrLead_predAK,8960,0.0603,PredAK,4
DAG1C_short,PredAK,X15_sablefishBiomass_predAK,8960,0.0391,PredAK,4
DAG1C_short,PredAK,X15_salmonSharkGoA_predAK,8960,0.0281,PredAK,4
DAG1C_short,PredAK,X10_Harbour_s_2yrLead_WS,8960,0.0241,PredAK,4
DAG1C_short,PredAK,X15_spinyDogfishGoA_predAK,8960,0.0216,PredAK,4
DAG1C_short,PredAK,X15_PacificCodBiomass_predAK,8960,0.0186,PredAK,4
DAG1C_short,PredAK,X10_DFA_ssl.est.wholerange_2yrLead,8960,0.0185,PredAK,4
DAG1C_short,PredAK,X15_spinyDogfishBSAI_predAK,8960,0.0174,PredAK,4
DAG1C_short,PredAK,X15_sablefishRecruitment_predAK,8960,0.0163,PredAK,4
DAG1C_short,PredAK,X10_Californian_s_l_2yrLead_WS,8960,0.0162,PredAK,4
DAG1C_short,PredAK,X15_salmonSharkBSAI_predAK,8960,0.0148,PredAK,4
DAG1C_short,PredAK,X15_sharkCatchGoA_predAK,8960,0.0139,PredAK,4
DAG1C_short,PredAK,X10_Northern_f_s_2yrLead_WS,8960,0.0121,PredAK,4
