"Formula","Predictors","Num_Params","Raw_AIC","Complete_Yrs","Missing_Yrs","Guild_Sources","Adjusted_AIC","Adj_AIC2","R2","Coefficients","Std_Errors","P_Values","All_Coefficients_Sig"
"X16_SAR ~ X01_NHLlogSum_win_15 + X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X13_DFA_WGOA_DFA_seabirds","X01_NHLlogSum_win_15 + X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X13_DFA_WGOA_DFA_seabirds",4,34.494516697456,21,3,"PreyNCC, PreyNCC, PredNCC, PreyAK",37.494516697456,40.494516697456,0.782901658534816,"0.0388, 1.7123, -0.4694, -0.1708","0.2447, 0.303, 0.0959, 0.0618","0.8741, 0, 0, 0.0057","No"
"X16_SAR ~ X01_Red_phal_WS + X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X13_ammod_WAI","X01_Red_phal_WS + X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X13_ammod_WAI",4,40.549231244422,24,0,"PreyNCC, PreyNCC, PredNCC, PreyAK",40.549231244422,40.549231244422,0.751745500154424,"-0.1863, 1.0943, -0.6561, -0.7994","0.1344, 0.3161, 0.0862, 0.2421","0.1659, 5e-04, 0, 0.001","No"
"X16_SAR ~ X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Harbor_seal_CR_2yrLead + X10_Harbour_s_2yrLead_WS","X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Harbor_seal_CR_2yrLead + X10_Harbour_s_2yrLead_WS",4,40.6240963740427,24,0,"PreyNCC, PredNCC, PredAK, PredAK",40.6240963740427,40.6240963740427,0.750969890851877,"1.4031, -0.6111, -0.2261, -0.603","0.3559, 0.0891, 0.1882, 0.1727","1e-04, 0, 0.2296, 5e-04","No"
"X16_SAR ~ X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS + X13_hexagram_EAI","X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS + X13_hexagram_EAI",4,40.6416207927304,24,0,"PreyNCC, PredNCC, PredAK, PreyAK",40.6416207927304,40.6416207927304,0.750787986619062,"1.0613, -0.5334, -0.5485, -0.182","0.3272, 0.0929, 0.1622, 0.1525","0.0012, 0, 7e-04, 0.2326","No"
"X16_SAR ~ X04_PacificPompano_ + X09_DFA_HakeAge5Plus + X13_ammod_WAI + X15_sablefishBiomass_predAK","X04_PacificPompano_ + X09_DFA_HakeAge5Plus + X13_ammod_WAI + X15_sablefishBiomass_predAK",4,40.7145733283608,24,0,"PreyNCC, PredNCC, PreyAK, PredAK",40.7145733283608,40.7145733283608,0.75002930711646,"-0.1983, -0.5817, -1.1416, 0.4941","0.1619, 0.1073, 0.2572, 0.1855","0.2206, 0, 0, 0.0077","No"
"X16_SAR ~ X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X13_hexagram_WAI + X14_pinkSalmon","X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X13_hexagram_WAI + X14_pinkSalmon",4,40.8878980119218,24,0,"PreyNCC, PredNCC, PreyAK, PreyAK",40.8878980119218,40.8878980119218,0.74821751894727,"1.4442, -0.5829, 0.5411, 0.4604","0.3351, 0.0869, 0.1717, 0.2897","0, 0, 0.0016, 0.112","No"
"X16_SAR ~ X09_DFA_HakeAge5Plus + X12_DFA_biomassEuphShelfSum + X13_hexagram_EAI + X15_sharkCatchGoA_predAK","X09_DFA_HakeAge5Plus + X12_DFA_biomassEuphShelfSum + X13_hexagram_EAI + X15_sharkCatchGoA_predAK",4,40.9525288078438,24,0,"PredNCC, PreyAK, PreyAK, PredAK",40.9525288078438,40.9525288078438,0.747538567577021,"-0.3502, -0.3114, -0.7059, 0.6168","0.0984, 0.0779, 0.1646, 0.1459","4e-04, 1e-04, 0, 0","Yes"
"X16_SAR ~ X01_Sabine_gull_WS + X08_DFA_DC_corm_3_WS + X09_DFA_HakeAge5Plus + X13_ammod_WAI","X01_Sabine_gull_WS + X08_DFA_DC_corm_3_WS + X09_DFA_HakeAge5Plus + X13_ammod_WAI",4,40.9529235096483,24,0,"PreyNCC, PredNCC, PredNCC, PreyAK",40.9529235096483,40.9529235096483,0.747534415585256,"-0.403, -0.2739, -0.5056, -1.4056","0.213, 0.0778, 0.0784, 0.2532","0.0585, 4e-04, 0, 0","No"
"X16_SAR ~ X09_DFA_ChinAbundSnakeFall + X09_DFA_HakeAge5Plus + X13_ammod_WAI + X15_sablefishBiomass_predAK","X09_DFA_ChinAbundSnakeFall + X09_DFA_HakeAge5Plus + X13_ammod_WAI + X15_sablefishBiomass_predAK",4,40.9832709207696,24,0,"PredNCC, PredNCC, PreyAK, PredAK",40.9832709207696,40.9832709207696,0.747214977129933,"-0.0803, -0.6654, -1.0723, 0.6038","0.0728, 0.0882, 0.2406, 0.17","0.27, 0, 0, 4e-04","No"
"X16_SAR ~ X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X13_hexagram_WAI + X14_pinkSalmonNorthAmerica","X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X13_hexagram_WAI + X14_pinkSalmonNorthAmerica",4,41.0430207835632,24,0,"PreyNCC, PredNCC, PreyAK, PreyAK",41.0430207835632,41.0430207835632,0.746584865164369,"1.5323, -0.5379, 0.5761, -0.4353","0.3206, 0.0887, 0.1755, 0.2836","0, 0, 0.001, 0.1249","No"
"X16_SAR ~ X01_Sabine_gull_WS + X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X13_ammod_WAI","X01_Sabine_gull_WS + X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X13_ammod_WAI",4,41.0464115095732,24,0,"PreyNCC, PreyNCC, PredNCC, PreyAK",41.0464115095732,41.0464115095732,0.746549060081441,"0.2943, 1.3576, -0.6382, -0.664","0.2498, 0.388, 0.0849, 0.263","0.2387, 5e-04, 0, 0.0116","No"
"X16_SAR ~ X01_NHLlogSum_win_25 + X09_DFA_HakeAge5Plus + X13_ammod_WAI + X15_sablefishBiomass_predAK","X01_NHLlogSum_win_25 + X09_DFA_HakeAge5Plus + X13_ammod_WAI + X15_sablefishBiomass_predAK",4,35.0886369088941,21,3,"PreyNCC, PredNCC, PreyAK, PredAK",38.0886369088941,41.0886369088941,0.776671925595326,"0.2104, -0.5967, -0.9584, 0.633","0.2041, 0.0871, 0.2538, 0.1669","0.3026, 0, 2e-04, 1e-04","No"
"X16_SAR ~ X09_DFA_HakeAge5Plus + X12_copepodCom_EGoA + X13_ammod_WAI + X15_sablefishBiomass_predAK","X09_DFA_HakeAge5Plus + X12_copepodCom_EGoA + X13_ammod_WAI + X15_sablefishBiomass_predAK",4,41.0997155964105,24,0,"PredNCC, PreyAK, PreyAK, PredAK",41.0997155964105,41.0997155964105,0.745985519045154,"-0.6578, 0.2878, -1.0273, 0.505","0.0881, 0.2751, 0.234, 0.1879","0, 0.2955, 0, 0.0072","No"
"X16_SAR ~ X09_DFA_HakeAge5Plus + X13_ammod_WAI + X13_hexagram_EAI + X15_sablefishBiomass_predAK","X09_DFA_HakeAge5Plus + X13_ammod_WAI + X13_hexagram_EAI + X15_sablefishBiomass_predAK",4,41.1326290369891,24,0,"PredNCC, PreyAK, PreyAK, PredAK",41.1326290369891,41.1326290369891,0.745636926299025,"-0.6252, -0.9587, -0.1536, 0.5661","0.0937, 0.237, 0.1492, 0.1714","0, 1e-04, 0.3032, 0.001","No"
"X16_SAR ~ X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS + X11_DFA_Harbour_p_WS","X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS + X11_DFA_Harbour_p_WS",4,41.1848773961474,24,0,"PreyNCC, PredNCC, PredAK, PredNCC",41.1848773961474,41.1848773961474,0.745082570879972,"1.1831, -0.5802, -0.4575, -0.0808","0.3125, 0.0859, 0.1806, 0.0873","2e-04, 0, 0.0113, 0.355","No"
"X16_SAR ~ X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X12_copepodCom_EGoA + X13_ammod_WAI","X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X12_copepodCom_EGoA + X13_ammod_WAI",4,41.1921051301435,24,0,"PreyNCC, PredNCC, PreyAK, PreyAK",41.1921051301435,41.1921051301435,0.745005789511958,"0.937, -0.6307, 0.3037, -0.8371","0.3517, 0.0846, 0.2734, 0.2505","0.0077, 0, 0.2666, 8e-04","No"
"X16_SAR ~ X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS + X12_copepodCom_EGoA","X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS + X12_copepodCom_EGoA",4,41.2360826591224,24,0,"PreyNCC, PredNCC, PredAK, PreyAK",41.2360826591224,41.2360826591224,0.744538110519299,"1.0716, -0.5808, -0.5503, 0.2422","0.3396, 0.086, 0.1652, 0.2704","0.0016, 0, 9e-04, 0.3703","No"
"X16_SAR ~ X04_PacificPompano_ + X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X13_ammod_WAI","X04_PacificPompano_ + X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X13_ammod_WAI",4,41.2406405839765,24,0,"PreyNCC, PreyNCC, PredNCC, PreyAK",41.2406405839765,41.2406405839765,0.744489590241476,"-0.1824, 0.9164, -0.5582, -0.944","0.1676, 0.3616, 0.1046, 0.2884","0.2767, 0.0113, 0, 0.0011","No"
"X16_SAR ~ X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Northern_f_s_2yrLead_WS + X13_hexagram_WAI","X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Northern_f_s_2yrLead_WS + X13_hexagram_WAI",4,41.243862563531,24,0,"PreyNCC, PredNCC, PredAK, PreyAK",41.243862563531,41.243862563531,0.744455285884023,"1.6178, -0.5171, 0.3154, 0.5418","0.3146, 0.0934, 0.2158, 0.1731","0, 0, 0.1439, 0.0018","No"
"X16_SAR ~ X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS + X13_gadid_WAI","X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS + X13_gadid_WAI",4,41.2547754295136,24,0,"PreyNCC, PredNCC, PredAK, PreyAK",41.2547754295136,41.2547754295136,0.744339062578425,"1.0805, -0.585, -0.533, 0.2096","0.3365, 0.0863, 0.1636, 0.2369","0.0013, 0, 0.0011, 0.3761","No"
"X16_SAR ~ X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X13_hexagram_WAI","X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X13_hexagram_WAI",3,41.2897274146271,24,0,"PreyNCC, PredNCC, PreyAK",41.2897274146271,41.2897274146271,0.721716112847354,"1.6384, -0.5669, 0.5215","0.328, 0.0908, 0.1801","0, 0, 0.0038","Yes"
"X16_SAR ~ X09_DFA_HakeAge5Plus + X12_DFA_biomassEuphShelfSum + X13_ammod_WAI + X15_sablefishBiomass_predAK","X09_DFA_HakeAge5Plus + X12_DFA_biomassEuphShelfSum + X13_ammod_WAI + X15_sablefishBiomass_predAK",4,41.2937373269199,24,0,"PredNCC, PreyAK, PreyAK, PredAK",41.2937373269199,41.2937373269199,0.743923682369019,"-0.5785, -0.09, -1.0814, 0.4461","0.122, 0.0953, 0.2481, 0.2281","0, 0.3448, 0, 0.0505","No"
"X16_SAR ~ X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Californian_s_l_2yrLead_WS + X10_Harbour_s_2yrLead_WS","X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Californian_s_l_2yrLead_WS + X10_Harbour_s_2yrLead_WS",4,41.3451433476042,24,0,"PreyNCC, PredNCC, PredAK, PredAK",41.3451433476042,41.3451433476042,0.743374600181195,"1.2572, -0.5812, -0.1366, -0.5952","0.3236, 0.0862, 0.1644, 0.1822","1e-04, 0, 0.4061, 0.0011","No"
"X16_SAR ~ X01_NHLlogSum_win_25 + X09_DFA_HakeAge5Plus + X12_DFA_biomassEuphShelfSum + X15_DFA_sleeperSharkBSAI_predAK","X01_NHLlogSum_win_25 + X09_DFA_HakeAge5Plus + X12_DFA_biomassEuphShelfSum + X15_DFA_sleeperSharkBSAI_predAK",4,35.3531032443334,21,3,"PreyNCC, PredNCC, PreyAK, PredAK",38.3531032443334,41.3531032443334,0.773841628881345,"0.1209, -0.2235, -0.2941, -0.2855","0.21, 0.0913, 0.0719, 0.057","0.5647, 0.0143, 0, 0","No"
"X16_SAR ~ X04_Sablefish__JSOES + X04_marketsquid_GAM + X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS","X04_Sablefish__JSOES + X04_marketsquid_GAM + X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS",4,41.4545832028476,24,0,"PreyNCC, PreyNCC, PredNCC, PredAK",41.4545832028476,41.4545832028476,0.742201717769863,"1.2457, -0.1125, -0.5373, -0.6131","0.3225, 0.1479, 0.1018, 0.1979","1e-04, 0.4472, 0, 0.002","No"
"X16_SAR ~ X04_Sablefish__JSOES + X08_Large_gulls_7_WS + X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS","X04_Sablefish__JSOES + X08_Large_gulls_7_WS + X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS",4,41.4590119206474,24,0,"PreyNCC, PredNCC, PredNCC, PredAK",41.4590119206474,41.4590119206474,0.742154141887025,"1.1176, -0.2041, -0.6052, -0.5742","0.3285, 0.2696, 0.0934, 0.1747","7e-04, 0.449, 0, 0.001","No"
"X16_SAR ~ X01_Red_phal_WS + X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS","X01_Red_phal_WS + X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS",4,41.4609056447481,24,0,"PreyNCC, PreyNCC, PredNCC, PredAK",41.4609056447481,41.4609056447481,0.742133795712836,"-0.1042, 1.1995, -0.5972, -0.5129","0.1379, 0.3144, 0.0899, 0.1656","0.4497, 1e-04, 0, 0.0019","No"
"X16_SAR ~ X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X13_ammod_WAI + X15_salmonSharkGoA_predAK","X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X13_ammod_WAI + X15_salmonSharkGoA_predAK",4,41.5021002057455,24,0,"PreyNCC, PredNCC, PreyAK, PredAK",41.5021002057455,41.5021002057455,0.741690803758631,"0.9533, -0.6078, -0.863, -0.1882","0.3564, 0.087, 0.2618, 0.1973","0.0075, 0, 0.001, 0.34","No"
"X16_SAR ~ X01_NHLlogSum_win_25 + X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS","X01_NHLlogSum_win_25 + X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS",4,35.6394230945012,21,3,"PreyNCC, PreyNCC, PredNCC, PredAK",38.6394230945012,41.6394230945012,0.770737006094429,"0.1359, 1.4496, -0.5499, -0.3628","0.1955, 0.321, 0.0857, 0.1834","0.487, 0, 0, 0.0478","No"
"X16_SAR ~ X01_Sabine_gull_WS + X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X13_hexagram_WAI","X01_Sabine_gull_WS + X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X13_hexagram_WAI",4,41.6496176693257,24,0,"PreyNCC, PreyNCC, PredNCC, PreyAK",41.6496176693257,41.6496176693257,0.740098201030765,"0.3257, 1.8386, -0.5903, 0.4391","0.25, 0.3523, 0.0896, 0.1852","0.1926, 0, 0, 0.0177","No"
"X16_SAR ~ X01_Red_necked_phal_WS + X08_DFA_DC_corm_3_WS + X09_DFA_HakeAge5Plus + X13_ammod_WAI","X01_Red_necked_phal_WS + X08_DFA_DC_corm_3_WS + X09_DFA_HakeAge5Plus + X13_ammod_WAI",4,41.6593500569985,24,0,"PreyNCC, PredNCC, PredNCC, PreyAK",41.6593500569985,41.6593500569985,0.739992785280629,"-0.3193, -0.231, -0.5265, -1.5026","0.1915, 0.0761, 0.0819, 0.2801","0.0955, 0.0024, 0, 0","No"
"X16_SAR ~ X01_NHLlogSum_win_15 + X09_DFA_HakeAge5Plus + X12_DFA_biomassEuphShelfSum + X15_DFA_sleeperSharkBSAI_predAK","X01_NHLlogSum_win_15 + X09_DFA_HakeAge5Plus + X12_DFA_biomassEuphShelfSum + X15_DFA_sleeperSharkBSAI_predAK",4,35.66673406184,21,3,"PreyNCC, PredNCC, PreyAK, PredAK",38.66673406184,41.66673406184,0.770438650501791,"-0.0307, -0.2445, -0.2859, -0.2983","0.2479, 0.0963, 0.0715, 0.0526","0.9014, 0.0111, 1e-04, 0","No"
"X16_SAR ~ X02.krill + X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X13_hexagram_WAI","X02.krill + X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X13_hexagram_WAI",4,41.670874475518,24,0,"PreyNCC, PreyNCC, PredNCC, PreyAK",41.670874475518,41.670874475518,0.73986790396833,"-0.183, 2.0343, -0.6663, 0.519","0.1414, 0.4406, 0.1166, 0.1741","0.1956, 0, 0, 0.0029","No"
"X16_SAR ~ X01_Sabine_gull_WS + X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X15_sharkCatchGoA_predAK","X01_Sabine_gull_WS + X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X15_sharkCatchGoA_predAK",4,41.7335138048549,24,0,"PreyNCC, PreyNCC, PredNCC, PredAK",41.7335138048549,41.7335138048549,0.739188079691625,"0.4891, 1.673, -0.7255, 0.3409","0.2359, 0.3561, 0.0916, 0.1451","0.0382, 0, 0, 0.0188","Yes"
"X16_SAR ~ X09_DFA_HakeAge5Plus + X13_ammod_WAI + X14_pinkSalmonNorthAmerica + X15_sablefishBiomass_predAK","X09_DFA_HakeAge5Plus + X13_ammod_WAI + X14_pinkSalmonNorthAmerica + X15_sablefishBiomass_predAK",4,41.737110100816,24,0,"PredNCC, PreyAK, PreyAK, PredAK",41.737110100816,41.737110100816,0.739148995227729,"-0.6784, -1.0423, 0.2101, 0.6506","0.0946, 0.2433, 0.3179, 0.1957","0, 0, 0.5087, 9e-04","No"
"X16_SAR ~ X04_PacificPompano_ + X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS","X04_PacificPompano_ + X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS",4,41.7747085322932,24,0,"PreyNCC, PreyNCC, PredNCC, PredAK",41.7747085322932,41.7747085322932,0.738740025438873,"-0.0781, 1.1268, -0.5467, -0.5627","0.1556, 0.3406, 0.1073, 0.1784","0.6155, 9e-04, 0, 0.0016","No"
"X16_SAR ~ X09_DFA_HakeAge5Plus + X11_DFA_Harbour_p_WS + X13_ammod_WAI + X15_salmonSharkGoA_predAK","X09_DFA_HakeAge5Plus + X11_DFA_Harbour_p_WS + X13_ammod_WAI + X15_salmonSharkGoA_predAK",4,41.7870820180947,24,0,"PredNCC, PredNCC, PreyAK, PredAK",41.7870820180947,41.7870820180947,0.73860529501985,"-0.4977, -0.2224, -1.0403, -0.5605","0.0792, 0.0854, 0.2442, 0.1883","0, 0.0092, 0, 0.0029","Yes"
"X16_SAR ~ X03_HakeAge1 + X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS","X03_HakeAge1 + X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS",4,41.7927545344317,24,0,"PreyNCC, PreyNCC, PredNCC, PredAK",41.7927545344317,41.7927545344317,0.738543505812446,"0.1226, 1.195, -0.5651, -0.5135","0.2534, 0.3165, 0.0912, 0.1684","0.6286, 2e-04, 0, 0.0023","No"
"X16_SAR ~ X09_DFA_HakeAge5Plus + X10_Northern_f_s_2yrLead_WS + X13_ammod_WAI + X15_sablefishBiomass_predAK","X09_DFA_HakeAge5Plus + X10_Northern_f_s_2yrLead_WS + X13_ammod_WAI + X15_sablefishBiomass_predAK",4,41.8210506085532,24,0,"PredNCC, PredAK, PreyAK, PredAK",41.8210506085532,41.8210506085532,0.738235066008307,"-0.68, -0.151, -1.0883, 0.5799","0.097, 0.2547, 0.2766, 0.1731","0, 0.5533, 1e-04, 8e-04","No"
"X16_SAR ~ X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X13_gadid_WAI + X13_hexagram_WAI","X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X13_gadid_WAI + X13_hexagram_WAI",4,41.8217729289642,24,0,"PreyNCC, PredNCC, PreyAK, PreyAK",41.8217729289642,41.8217729289642,0.738227187633304,"1.4985, -0.5731, 0.2979, 0.5529","0.3378, 0.0882, 0.2421, 0.1765","0, 0, 0.2186, 0.0017","No"
"X16_SAR ~ X04_Sablefish__JSOES + X05_herring_NCC + X09_DFA_HakeAge5Plus + X13_ammod_WAI","X04_Sablefish__JSOES + X05_herring_NCC + X09_DFA_HakeAge5Plus + X13_ammod_WAI",4,41.8248872635617,24,0,"PreyNCC, PreyNCC, PredNCC, PreyAK",41.8248872635617,41.8248872635617,0.73819321675733,"1.0375, 0.1528, -0.6373, -0.8017","0.3343, 0.2011, 0.087, 0.25","0.0019, 0.4472, 0, 0.0013","No"
"X16_SAR ~ X01_Red_necked_phal_WS + X09_DFA_HakeAge5Plus + X13_ammod_WAI + X15_sablefishBiomass_predAK","X01_Red_necked_phal_WS + X09_DFA_HakeAge5Plus + X13_ammod_WAI + X15_sablefishBiomass_predAK",4,41.8424548783833,24,0,"PreyNCC, PredNCC, PreyAK, PredAK",41.8424548783833,41.8424548783833,0.738001508238537,"-0.118, -0.6616, -1.0854, 0.5517","0.2055, 0.0898, 0.2765, 0.1844","0.5658, 0, 1e-04, 0.0028","No"
"X16_SAR ~ X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS + X12_DFA_biomassEuphShelfSum","X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS + X12_DFA_biomassEuphShelfSum",4,41.8426989740096,24,0,"PreyNCC, PredNCC, PredAK, PreyAK",41.8426989740096,41.8426989740096,0.737998843529737,"1.1265, -0.5534, -0.5384, -0.0332","0.3499, 0.1047, 0.167, 0.0775","0.0013, 0, 0.0013, 0.6683","No"
"X16_SAR ~ X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS","X03_DFA_comMurreDietHerrSard_Yaquina_NCC + X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS",4,41.8534241813418,24,0,"PreyNCC, PreyNCC, PredNCC, PredAK",41.8534241813418,41.8534241813418,0.73788173333419,"-0.0556, 1.1646, -0.5709, -0.529","0.1338, 0.3227, 0.0889, 0.1655","0.6777, 3e-04, 0, 0.0014","No"
"X16_SAR ~ X04_Sablefish__JSOES + X09_DFA_ChinAbundSnakeFall + X09_DFA_HakeAge5Plus + X13_hexagram_WAI","X04_Sablefish__JSOES + X09_DFA_ChinAbundSnakeFall + X09_DFA_HakeAge5Plus + X13_hexagram_WAI",4,41.872622316616,24,0,"PreyNCC, PredNCC, PredNCC, PreyAK",41.872622316616,41.872622316616,0.737671975202715,"1.7975, -0.0963, -0.5919, 0.4851","0.3446, 0.0797, 0.0905, 0.1774","0, 0.227, 0, 0.0063","No"
"X16_SAR ~ X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS + X10_Northern_f_s_2yrLead_WS","X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS + X10_Northern_f_s_2yrLead_WS",4,41.8846044359168,24,0,"PreyNCC, PredNCC, PredAK, PredAK",41.8846044359168,41.8846044359168,0.737540973933543,"1.1848, -0.5891, -0.563, -0.0934","0.3173, 0.0917, 0.1887, 0.2483","2e-04, 0, 0.0028, 0.7069","No"
"X16_SAR ~ X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS + X15_salmonSharkGoA_predAK","X04_Sablefish__JSOES + X09_DFA_HakeAge5Plus + X10_Harbour_s_2yrLead_WS + X15_salmonSharkGoA_predAK",4,41.9014730085204,24,0,"PreyNCC, PredNCC, PredAK, PredAK",41.9014730085204,41.9014730085204,0.737356437875865,"1.1469, -0.5714, -0.5385, -0.0669","0.3401, 0.0894, 0.1679, 0.1897","7e-04, 0, 0.0013, 0.7243","No"
